,epoch,train_loss,train_accuracy,train_f1,valid_loss,valid_accuracy,valid_f1
0,1,3.407484585863685,0.20732094648245197,0.20431392057518288,2.3516715466976166,0.414,0.3725900809081586
1,2,2.0598570132618628,0.4533111005240591,0.44785551548271,1.6063492149114609,0.562,0.5364695601955664
2,3,1.6491977666235211,0.5466094965856757,0.5443167503352626,1.3863420486450195,0.602,0.5750474247974249
3,4,1.390743401449949,0.6085437509925361,0.6045422925628838,1.3113210871815681,0.646,0.6310981844952434
4,5,1.2777693559070529,0.6441162458313483,0.639766475794356,1.2517104148864746,0.652,0.6387428171243961
5,6,1.112172168523527,0.6888994759409243,0.688446750009459,1.1091710031032562,0.696,0.6868732656232658
6,7,1.0011361047701182,0.7131967603620771,0.7127803292390611,0.9804242178797722,0.732,0.7225912975912975
7,8,0.9299200953263317,0.7364618072097824,0.7347843595142389,0.8950429931282997,0.752,0.7437811077811076
8,9,0.8679740047696883,0.7498014927743369,0.7492555736261405,0.9380874261260033,0.75,0.7484929938482572
9,10,0.8413361776903802,0.7590122280451008,0.7587419600196046,0.8365429043769836,0.774,0.765875568875569
10,11,0.7792457643196667,0.7744163887565507,0.7731715831894777,0.8520441874861717,0.786,0.7768821733821732
11,12,0.7405419494900002,0.7876766714308401,0.7865155128416439,0.8972500413656235,0.78,0.7708166555666555
12,13,0.697204667299532,0.7944259171033826,0.79400865487765,0.8489243909716606,0.774,0.7688247993836229
13,14,0.6552303956849926,0.8049070986183897,0.8029702202989502,0.7921867296099663,0.784,0.7767243867243867
14,15,0.6350758854053953,0.8138002223280928,0.811006864288785,0.7662172541022301,0.796,0.7884765512265512
15,16,0.6007180242671579,0.8195172304271876,0.8187990027596597,0.7612258568406105,0.798,0.788982017982018
16,17,0.5836151165102944,0.8283309512466254,0.8288470434117596,0.7756850942969322,0.794,0.7871342546342546
17,18,0.5665658387133312,0.828172145466095,0.8274989373139526,0.637771800160408,0.828,0.8244468309468309
18,19,0.5316500550296706,0.8407972050182627,0.8413084115757039,0.7328090257942677,0.802,0.7982256077256078
19,20,0.5290087129410148,0.8398443703350802,0.8393363774265317,0.7457038424909115,0.796,0.7881146076146075
20,21,0.4974289860973503,0.8542162934730824,0.8544381805531048,0.7055970504879951,0.808,0.8041723244076183
21,22,0.47574576501011245,0.858662855327934,0.8586401575123374,0.7102161087095737,0.812,0.8112523587523586
22,23,0.4644726820403549,0.8623947911703986,0.8606235786644661,0.8209202066063881,0.804,0.7966056166056166
23,24,0.4518867317341306,0.8663649356836589,0.8652707251791222,0.6438772603869438,0.848,0.8476230436230437
24,25,0.40656427479334895,0.8744640304907099,0.8732482196487478,0.6715212315320969,0.832,0.8298386613386616
25,26,0.4301659043140823,0.8670001588057805,0.8663694949776238,0.7032703123986721,0.816,0.8131464646464647
26,27,0.4108049948959786,0.8740670160393839,0.8738880446386815,0.7312078811228275,0.812,0.8075241196711785
27,28,0.3850926135851042,0.8792282039066222,0.8787717215137857,0.6938895247876644,0.836,0.8326211011211011
28,29,0.35419021853184335,0.8914562490074639,0.8910474133913807,0.7045770734548569,0.824,0.8184767454767453
29,30,0.3586245703742589,0.8900269969826902,0.8896488196317612,0.6723239123821259,0.832,0.8303423798423799
30,31,0.3524871912175024,0.8920914721295855,0.8926860979050635,0.6613884530961514,0.852,0.8503196803196802
31,32,0.3554378121637451,0.8932031125932984,0.8930841043307557,0.7394195683300495,0.812,0.8034846264846266
32,33,0.327792106508301,0.8984437033508019,0.8969538632673931,0.8153249621391296,0.812,0.8057654567654567
33,34,0.3274526228646034,0.8987613149118628,0.8988581900473323,0.6506651975214481,0.856,0.852947052947053
34,35,0.313848812719287,0.9032872796569795,0.9029012910347118,0.6850713342428207,0.86,0.8550617715617714
35,36,0.30518790746703367,0.9071780212799746,0.9067936747371532,0.7547726482152939,0.818,0.8092880452880452
36,37,0.2946343521024975,0.9094013022074003,0.9088038713761383,0.6847827956080437,0.814,0.8123211510711511
37,38,0.28719208446250954,0.9121804033666826,0.9114706312454263,0.6607763655483723,0.836,0.8282558552558552
38,39,0.2779629096237536,0.9140860727330474,0.9139473722417971,0.7254017181694508,0.826,0.8194755799755797
39,40,0.2864110256890355,0.9095601079879307,0.9089229322723391,0.7458858862519264,0.828,0.8258840179428414
40,41,0.272185920137288,0.9134508496109258,0.9130378874902467,0.745818555355072,0.854,0.8492810522810522
41,42,0.25029969521736734,0.9213117357471812,0.9207931369452649,0.7062441967427731,0.848,0.8431672216672215
42,43,0.26997411362637724,0.9187708432586946,0.9183431510585056,0.667349848896265,0.85,0.8432623487623487
43,44,0.24749191177224145,0.9246466571383198,0.9246714046286434,0.6279034577310085,0.872,0.8691861471861471
44,45,0.2432499869069472,0.923932031125933,0.9239278387719888,0.762379065155983,0.832,0.8247166167166164
45,46,0.23545232428436352,0.9263935207241544,0.9260722411854465,0.659652765840292,0.852,0.848496780996781
46,47,0.24558917688309845,0.9211529299666508,0.9216010958370557,0.6395475640892982,0.854,0.8508907758907759
47,48,0.23448211425527704,0.92663172939495,0.9268739502562677,0.6787801310420036,0.846,0.8402413697413695
48,49,0.22628708631934855,0.9302842623471494,0.9296829242431341,0.7050502672791481,0.844,0.8423398823398821
49,50,0.22088181452475827,0.9277433698586629,0.9269835072062186,0.7484618350863457,0.842,0.8391098901098901
50,51,0.23065659297904387,0.9278227727489281,0.927385365069076,0.7006821520626545,0.844,0.8412547452547454
51,52,0.2216501458722928,0.930522471017945,0.9300772556835208,0.6525136083364487,0.852,0.848480574980575
52,53,0.2106929106382549,0.933222169286962,0.9336313573218843,0.7195029146969318,0.854,0.8470037740037739
53,54,0.2166574020600561,0.9329839606161664,0.9322310964758335,0.661415159702301,0.856,0.8537209457209456
54,55,0.1959224284111243,0.9356042559949183,0.93555706681776,0.6322762742638588,0.856,0.8511362526362528
55,56,0.18262433621862212,0.9423535016674607,0.9423493360613522,0.644815668463707,0.862,0.860501332001332
56,57,0.20993715174836555,0.9347308242020009,0.9349153544718466,0.671856202185154,0.846,0.8456540681540681
57,58,0.18556018629428095,0.9435445450214388,0.9430059184909851,0.7163394093513489,0.864,0.8613093573093573
58,59,0.1849729430762493,0.944814991265682,0.9440162522070087,0.7089731022715569,0.862,0.8595452880452881
59,60,0.20168300575297798,0.9404478323010957,0.9400884179695465,0.7248750999569893,0.854,0.852154956154956
60,61,0.19691356526791748,0.9404478323010957,0.9404112821651744,0.6126497872173786,0.862,0.8600228105228105
61,62,0.17551778848779384,0.9435445450214388,0.9432087182350385,0.6974502839148045,0.856,0.8497012987012988
62,63,0.1898558031824337,0.9433857392409084,0.9434976253304309,0.7067177221179008,0.854,0.8505266955266955
63,64,0.16802649483614163,0.9494997617913292,0.9493096733359506,0.7253160327672958,0.838,0.8365018870018869
64,65,0.17960755942096263,0.9452120057170081,0.9448172750730444,0.6812248341739178,0.85,0.8475000555000556
65,66,0.17723376892960918,0.94402096236303,0.9433789251705123,0.7565076425671577,0.834,0.8293577533577533
66,67,0.16167676972159123,0.9485469271081467,0.9483642969841601,0.775226142257452,0.838,0.8358003108003108
67,68,0.15406178161596434,0.9533111005240591,0.9530445433317363,0.6354290619492531,0.87,0.8683366078366077
68,69,0.15635546200866174,0.9514054311576942,0.9517322215846485,0.6079980246722698,0.864,0.8609412809412809
69,70,0.161754763254962,0.9491027473400032,0.9484478532545326,0.7021192908287048,0.85,0.847425074925075
70,71,0.14648221069615958,0.9524376687311418,0.9513590126731581,0.6973738223314285,0.866,0.8624033744033744
71,72,0.16132261227759612,0.9500555820231856,0.950151633650089,0.7989260032773018,0.834,0.8299294594294595
72,73,0.16683251160163867,0.9491821502302684,0.9492397168197638,0.6600285023450851,0.87,0.8694067599067599
73,74,0.16162113582497925,0.9500555820231856,0.9495601094934746,0.5800100676715374,0.866,0.8607752802752803
74,75,0.13839633985975672,0.9556931872320152,0.955796626549112,0.7422024607658386,0.872,0.8692306027306026
75,76,0.14241856222660257,0.9537081149753851,0.9536202410769508,0.6157646290957928,0.868,0.8651641691641693
76,77,0.14850451229943842,0.9527552802922027,0.9525602796658693,0.6945894472301006,0.858,0.8562866577866578
77,78,0.1393669440793961,0.9568048276957282,0.9567467530766212,0.704310666769743,0.836,0.8324553502053501
78,79,0.13608722818003693,0.9561696045736064,0.9556864354223178,0.7260495647788048,0.854,0.852225552225552
79,80,0.13712701522437903,0.9568842305859934,0.9566015099326713,0.6370149590075016,0.86,0.8582554667554667
80,81,0.1477933586646004,0.9533111005240591,0.952540782164969,0.7630815878510475,0.83,0.8273160728160727
81,82,0.1271252671568678,0.9601397490868667,0.9599488719840842,0.7777903825044632,0.854,0.8502922632922632
82,83,0.1194562810392776,0.9641892964903922,0.9637428084704002,0.761687520891428,0.83,0.8254250194250194
83,84,0.1371110067679192,0.9573606479275846,0.9572817290963361,0.7589396834373474,0.842,0.8374154179154177
84,85,0.14195264426301124,0.9561696045736064,0.9556666269711336,0.6535036191344261,0.852,0.8503360528360527
85,86,0.13537619415632812,0.9592663172939495,0.9588646494305718,0.6570478267967701,0.854,0.8517500277500276
86,87,0.1343499449918491,0.9557725901222804,0.9556176113033404,0.7632972449064255,0.834,0.8255148740148738
87,88,0.13714906644681232,0.9585516912815627,0.9585181816760252,0.6830639466643333,0.846,0.8445404595404595
88,89,0.11461497991709842,0.9650627282833095,0.9650164028282329,0.6703481264412403,0.86,0.8566241536241538
89,90,0.11184898686363612,0.963315864697475,0.9632965578764779,0.7140812538564205,0.866,0.8636923076923075
90,91,0.1225365920058513,0.9613307924408449,0.9612102063338384,0.650141678750515,0.864,0.859089133089133
91,92,0.11488475573726642,0.9640304907098618,0.9640702211919051,0.6790340207517147,0.852,0.8507509157509158
92,93,0.11712606027155055,0.9653009369541051,0.965058985467211,0.7248279973864555,0.86,0.8597342102342104
93,94,0.11625369442012255,0.9618072097824361,0.9616918373352624,0.8008417151868343,0.85,0.8455702075702075
94,95,0.13046172201671274,0.9586310941718279,0.9583765901271609,0.8155561164021492,0.836,0.833228576978577
95,96,0.11734348697691853,0.963712879148801,0.9634452633781576,0.6940395534038544,0.864,0.8599457209457207
96,97,0.10390432229558677,0.9676830236620613,0.9675639414325653,0.7184225544333458,0.862,0.8609576534576534
97,98,0.1107774503117777,0.9658567571859615,0.9656373013799324,0.8924060389399529,0.836,0.8330843045843046
98,99,0.11931499024985481,0.9630776560266794,0.963135774936443,0.7755611650645733,0.838,0.8341278998778998
99,100,0.11207440200020669,0.9649039225027791,0.9647398206904237,0.7850659191608429,0.838,0.8314913974913973
