,epoch,train_loss,train_accuracy,train_f1,valid_loss,valid_accuracy,valid_f1
255,256,0.2953280151117272,0.9056693663649357,0.9052710231459358,0.5864673592150211,0.874,0.8694363414363413
256,257,0.3128593431662787,0.9020962363030014,0.9019214805263097,0.6041846089065075,0.878,0.8730960150960151
257,258,0.3086436943808183,0.8998729553755757,0.8996315385384948,0.576860573142767,0.878,0.8737799422799423
258,259,0.3065070717921717,0.9043195172304271,0.9043177442099877,0.5848046913743019,0.876,0.8712543567543567
259,260,0.2980061198778564,0.9055899634746705,0.9046895443569578,0.5874594151973724,0.87,0.8648333888333889
260,261,0.28082252150108367,0.9070192154994442,0.9073142189778539,0.6145662106573582,0.89,0.8889019314019315
261,262,0.30266457497317173,0.9054311576941401,0.9054418783593943,0.5949108824133873,0.886,0.8829545454545454
262,263,0.29397152613867356,0.9061457837065269,0.905312467788505,0.6647008396685123,0.882,0.8793021423021424
263,264,0.2959430319479274,0.9070192154994442,0.9068634720424746,0.5978859849274158,0.874,0.8726490176490177
264,265,0.296499191769186,0.9068604097189138,0.9066782772069572,0.596938993781805,0.888,0.8870422355422356
265,266,0.2824682346001494,0.9087660790852787,0.90831745304015,0.6365866474807262,0.894,0.8907900432900432
266,267,0.29396178864585565,0.906939812609179,0.9063313480192682,0.6325295083224773,0.88,0.8758506493506494
267,268,0.2934708398232605,0.906939812609179,0.9061350660985525,0.5994571521878242,0.896,0.8940606060606061
268,269,0.28397591892384033,0.907733841511831,0.9076868608762751,0.6406322494149208,0.886,0.8842525807525807
269,270,0.3051190791925803,0.9006669842782278,0.9006650228300341,0.606555137783289,0.888,0.8857272727272726
270,271,0.2919573749269023,0.9063839923773226,0.9063350107331688,0.628273505717516,0.88,0.8776233766233767
271,272,0.2951656296319768,0.9059075750357313,0.9062410392592085,0.5966622717678547,0.88,0.8743279498279497
272,273,0.2888069400932583,0.9066222010481182,0.9056899363755697,0.601537324488163,0.88,0.8777197247197246
273,274,0.2889819195503511,0.9070986183897094,0.9069147724411453,0.6032123193144798,0.884,0.8828457653457653
274,275,0.2942732203808533,0.9057487692552009,0.9052094179013902,0.622881606221199,0.892,0.8888759018759019
275,276,0.29764877717355787,0.907733841511831,0.908039686305459,0.6143616512417793,0.884,0.8798326118326117
276,277,0.28333081463871873,0.9079720501826266,0.9081138505136402,0.5944722406566143,0.886,0.8826430236430237
277,278,0.28165577015447135,0.9097189137684611,0.9086207635706915,0.6453573778271675,0.866,0.8627669552669553
278,279,0.2832635675892612,0.912339209147213,0.9121442269158051,0.5881699174642563,0.878,0.8768993783993784
279,280,0.2749012979456616,0.9094807050976655,0.9089354951699007,0.5980990342795849,0.888,0.8853073593073593
280,281,0.2978173430801043,0.9020168334127362,0.9013798673904398,0.6380284838378429,0.89,0.8872706182706183
281,282,0.2674801751290481,0.9136890582817214,0.9137876540771057,0.6354687605053186,0.882,0.8789438894438895
282,283,0.2897886129162336,0.9086866761950135,0.9088441532645913,0.6164231449365616,0.872,0.8707388167388167
283,284,0.2882944909373516,0.9088454819755439,0.9081834722616198,0.5880809761583805,0.878,0.8759163614163614
284,285,0.2722362242828166,0.9128156264888042,0.9121747508880614,0.6560539864003658,0.876,0.8725295815295817
285,286,0.2757941152768087,0.9101953311100524,0.9099648562899719,0.6562823094427586,0.862,0.8582723387723388
286,287,0.27719581043962294,0.9109893600127045,0.9103616935953592,0.6427286826074123,0.876,0.8737356532356533
287,288,0.2891505748638647,0.906939812609179,0.9059428333746875,0.600352443754673,0.88,0.8777933177933178
288,289,0.28745933841479004,0.9083690646339527,0.9087917076905078,0.6152668669819832,0.872,0.8680673215673216
289,290,0.28607210021484925,0.9071780212799746,0.9072507247074733,0.6393291987478733,0.882,0.8789044844044844
290,291,0.28094753704322173,0.9119421946958869,0.9118601380336018,0.6026446409523487,0.87,0.8651577311577313
291,292,0.2694162789562027,0.9148006987454343,0.9150643593899943,0.6153092794120312,0.874,0.8702624597624598
292,293,0.26823172215277774,0.9117833889153565,0.9106788912164022,0.6267001703381538,0.872,0.8683809523809524
293,294,0.273641933360832,0.9169445767825949,0.9165209470616225,0.6563662476837635,0.876,0.8725932955932957
294,295,0.2844816127479984,0.9111481657932349,0.9103067958807823,0.6336343288421631,0.878,0.8758124098124098
295,296,0.28208204735127196,0.9105923455613785,0.9107090519935863,0.6348254755139351,0.886,0.8840346320346322
296,297,0.2744295280899493,0.9148801016356995,0.9141579062362035,0.6111088134348392,0.882,0.8788630813630813
297,298,0.27104608079201076,0.9117833889153565,0.9118242021607602,0.6531170457601547,0.87,0.8642634587634587
298,299,0.2707251051280099,0.9147212958551691,0.91409655937683,0.6712588965892792,0.87,0.8655772005772004
299,300,0.26721677100900465,0.9155947276480864,0.9153832354172496,0.6508688703179359,0.872,0.8680422355422354
