,epoch,train_loss,train_accuracy,train_f1,test_loss,test_accuracy,test_f1
0,1,0.5653359605822452,0.7082895481367715,0.7076485929600573,0.5212624600300422,0.7374451831942284,0.7355781403595576
1,2,0.5363769947481402,0.7360965160455905,0.7355492907940013,0.5151448114964757,0.742537841278823,0.7407070126370661
2,3,0.5317435663876916,0.7382184140328187,0.7376175605745707,0.5158715968218325,0.7468524543782713,0.746773907090456
3,4,0.5297195281477246,0.7394713442728963,0.7389121947537911,0.5128166745690739,0.7467817230159853,0.7466369122705847
4,5,0.5301413829474486,0.7396936383477488,0.7392974696981094,0.5177037315401016,0.7464987975668411,0.7463379629543414
5,6,0.529013991355896,0.7413911567375313,0.7410295850814004,0.5101180280225849,0.7484085443485642,0.74838627735157
6,7,0.5280324080886767,0.7413305310807534,0.7409900980835485,0.5144626707243164,0.7467109916536993,0.746658761414996
7,8,0.527405861736268,0.7411688626626789,0.7408128359732314,0.513658388842285,0.748267081623992,0.7482181960365282
8,9,0.5262644200438985,0.7417144935736804,0.7412560148290481,0.5084969998754527,0.7508841420285755,0.7508817291527121
9,10,0.5266560251783647,0.7411486541104195,0.7408726416270375,0.5119880529550406,0.750106097043429,0.7499320367281277
10,11,0.5239268395019748,0.7431290922318325,0.7428070582205595,0.5074829399855428,0.7506719479417173,0.7506581949322281
11,12,0.5245418969820944,0.7422803330369412,0.7418945905729541,0.5078515545275416,0.7510256047531475,0.750930683724045
12,13,0.525719143431008,0.7421590817233853,0.7418409863638789,0.509717036426337,0.74812561889942,0.7480499581482152
13,14,0.5234910374849033,0.7433109692021663,0.7430430002943298,0.5124609772436219,0.7478426934502759,0.7476146245379232
14,15,0.522823956624174,0.7430280494705359,0.7427763262654015,0.507793933692561,0.7504597538548592,0.7498108842207749
15,16,0.5231019901905873,0.7450084875919489,0.7446167724856496,0.5072830780598913,0.7510256047531475,0.7510155149812074
16,17,0.5224237364622973,0.7427653382911649,0.7425031540542932,0.505741081491315,0.7513085302022917,0.7510357249142835
17,18,0.5233586207609768,0.7437151402473526,0.7433157207128578,0.5099888314488786,0.7494695147828547,0.7493611302950649
18,19,0.5243442925294857,0.7439576428744644,0.7435819967896171,0.5091255123798664,0.7523695006365823,0.7523694002875072
19,20,0.5230512998670879,0.742583461320831,0.7421904694057561,0.5065720425202296,0.7513085302022917,0.7512975360983044
20,21,0.5230174848583625,0.7439374343222052,0.7436555236419938,0.5066081750716559,0.7504597538548592,0.7494624521152471
21,22,0.5216710138151504,0.7444628566809474,0.7441801497548551,0.504523453939015,0.753784127882303,0.7536812037334043
22,23,0.5240398552220613,0.7449882790396896,0.7446894291385944,0.5056683849964746,0.7536426651577309,0.7535108038315792
23,24,0.5239848415595925,0.7439778514267238,0.7437325419952484,0.5054721156666182,0.750035365681143,0.7491875199791815
24,25,0.5231588422790054,0.7458168296823215,0.7455242118527918,0.5052188872212199,0.7525109633611543,0.7525106055297266
25,26,0.5221455471845252,0.7440991027402797,0.7438395990643443,0.5056139443794526,0.7541377846937332,0.7541086098318113
